iter	RMSE
302	33.8852886
303	33.8208493
304	33.79908159
305	33.76353248
306	33.71423558
307	33.70789085
308	33.66960422
309	33.63508553
310	33.61316877
311	33.60562157
312	33.55197662
313	33.49952563
314	33.46183493
315	33.43506479
316	33.4060541
317	33.35784074
318	33.33677303
319	33.28870896
320	33.27220783
321	33.23622462
322	33.18199896
323	33.14385172
324	33.09774035
325	33.06212553
326	33.01296683
327	32.99191921
328	32.96606884
329	32.88668835
330	32.85607139
331	32.85069079
332	32.80870772
333	32.76212447
334	32.75578989
335	32.7104479
336	32.65429161
337	32.61679345
338	32.59905349
339	32.54581666
340	32.52122343
341	32.48624962
342	32.45598894
343	32.42426462
344	32.36054295
345	32.32044866
346	32.28350401
347	32.24055326
348	32.20352671
349	32.16182815
350	32.1308507
351	32.08950215
352	32.07353846
353	32.02930557
354	31.99717055
355	31.96886196
356	31.93558465
357	31.91966673
358	31.90775363
359	31.89567371
360	31.85857707
361	31.84587446
362	31.8000593
363	31.77853973
364	31.74252302
365	31.69432588
366	31.66845145
367	31.64258622
368	31.63119294
369	31.608813
370	31.58450462
371	31.53495321
372	31.50404386
373	31.45541874
374	31.4235737
375	31.39916881
376	31.36317798
377	31.34224665
378	31.27605141
379	31.2432657
380	31.22660129
381	31.19356414
382	31.17468294
383	31.14718355
384	31.11621637
385	31.10002612
386	31.08870768
387	31.08042607
388	31.05965347
389	30.9943239
390	30.96554857
391	30.92819162
392	30.91210731
393	30.885191
394	30.87775911
395	30.8520561
396	30.82995824
397	30.80472893
398	30.76336393
399	30.73277655
400	30.71110279
401	30.68367798
402	30.64222866
403	30.62016283
404	30.60807867
405	30.58666522
406	30.5582063
407	30.51729139
408	30.4865999
409	30.4567683
410	30.43426656
411	30.42472694
412	30.40723764
413	30.39141678
414	30.34980636
415	30.32180762
416	30.29880807
417	30.28102202
418	30.25443937
419	30.21954903
420	30.18715667
421	30.17360084
422	30.16933775
423	30.1403847
424	30.11432893
425	30.10159167
426	30.09051264
427	30.0511301
428	30.03757251
429	30.02270938
430	30.00439115
431	29.98762725
432	29.96972851
433	29.94089268
434	29.92613736
435	29.88940404
436	29.87911368
437	29.85044619
438	29.83399557
439	29.81442406
440	29.80396409
441	29.79224464
442	29.75361677
443	29.74531123
444	29.70523405
445	29.68316832
446	29.65222251
447	29.61712893
448	29.58766553
449	29.54355307
450	29.51535217
451	29.48438842
452	29.46051864
453	29.43800606
454	29.40486963
455	29.37844205
456	29.35147296
457	29.32913687
458	29.30462269
459	29.28264781
460	29.26974107
461	29.2537056
462	29.23835959
463	29.21619624
464	29.18409545
465	29.18140447
466	29.15735561
467	29.13166014
468	29.11748855
469	29.10152615
470	29.08616447
471	29.04823821
472	29.02636832
473	28.99998961
474	28.99190716
475	28.97781677
476	28.9534563
477	28.92063879
478	28.88324081
479	28.86040481
480	28.84328483
481	28.8254607
482	28.80394372
483	28.77819523
484	28.76273576
485	28.73914184
486	28.68849361
487	28.66070852
488	28.65303637
489	28.63717866
490	28.60524122
491	28.58969172
492	28.57577544
493	28.55278018
494	28.55179306
495	28.53352325
496	28.50118315
497	28.47383967
498	28.46418308
499	28.43708002
500	28.41642382
501	28.38175632
502	28.36355875
503	28.34258803
504	28.31694218
505	28.28522865
506	28.25785846
507	28.23678556
508	28.21584275
509	28.20464459
510	28.17906475
511	28.16071708
512	28.1469073
513	28.11733812
514	28.09152979
515	28.08304134
516	28.05319074
517	28.02732324
518	28.01617227
519	28.00661473
520	27.99014706
521	27.98106494
522	27.96749093
523	27.95641662
524	27.93774159
525	27.92509561
526	27.90778339
527	27.88652748
528	27.86995565
529	27.84019376
530	27.8032279
531	27.7904715
532	27.77805261
533	27.75639677
534	27.75026613
535	27.74046997
536	27.71841084
537	27.70642281
538	27.68888177
539	27.67362474
540	27.65570055
541	27.63849158
542	27.61701259
543	27.58951083
544	27.57245577
545	27.56759308
546	27.55568506
547	27.54300421
548	27.51611056
549	27.50146635
550	27.47613429
551	27.45683085
552	27.43724962
553	27.42610009
554	27.41303282
555	27.39032951
556	27.36445271
557	27.34822595
558	27.32787669
559	27.30373624
560	27.28029014
561	27.26401577
562	27.2489737
563	27.20174715
564	27.18385656
565	27.15613591
566	27.13252732
567	27.11842342
568	27.11110273
569	27.08768309
570	27.06035825
571	27.03835422
572	27.02063493
573	27.00137589
574	26.9934412
575	26.98782229
576	26.96824957
577	26.94885476
578	26.94647732
579	26.92418564
580	26.90398286
581	26.89557736
582	26.87296124
583	26.85395015
584	26.83365052
585	26.81153215
586	26.79555318
587	26.77599178
588	26.76244847
589	26.7390659
590	26.72014607
591	26.69873955
592	26.68052008
593	26.65696978
594	26.63380295
595	26.62017537
596	26.60414943
597	26.57505735
598	26.56041563
599	26.54471435
600	26.52456474
601	26.50617005
602	26.48826875
603	26.4735456
604	26.45525221
605	26.43547485
606	26.4292802
607	26.41497226
608	26.39383288
609	26.37036267
610	26.36393042
611	26.34269326
612	26.29928792
613	26.2825411
614	26.27164666
615	26.25597862
616	26.24367801
617	26.22260666
618	26.2175745
619	26.21216559
620	26.18412989
621	26.17958147
622	26.15237067
623	26.13278582
624	26.11182048
625	26.09168358
626	26.07355103
627	26.04956915
628	26.03790308
629	26.02488187
630	26.00517191
631	25.97509968
632	25.95598074
633	25.93314553
634	25.91456697
635	25.88717061
636	25.86621951
637	25.84978404
638	25.84342884
639	25.83693488
640	25.82175661
641	25.80787558
642	25.79144727
643	25.77510561
644	25.76231008
645	25.74954694
646	25.73265375
647	25.72255362
648	25.69804095
649	25.6766298
650	25.66614855
651	25.66347065
652	25.63929379
653	25.62372863
654	25.60525155
655	25.59136127
656	25.58069373
657	25.57543159
658	25.56291051
659	25.55917124
660	25.54426411
661	25.52765548
662	25.51497064
663	25.51190518
664	25.49487511
665	25.47410768
666	25.45838647
667	25.45294387
668	25.44821894
669	25.44495853
670	25.43175283
671	25.41452721
672	25.40245977
673	25.37582585
674	25.3606083
675	25.35603989
676	25.33780386
677	25.32580781
678	25.31366901
679	25.29981766
680	25.28873926
681	25.27071635
682	25.26495462
683	25.24768358
684	25.23317072
685	25.2172037
686	25.20103856
687	25.19024614
688	25.17680277
689	25.16068056
690	25.1460503
691	25.11731156
692	25.10171943
693	25.09314608
694	25.08305573
695	25.06356728
696	25.04791438
697	25.03544589
698	25.02488534
699	25.01006513
700	24.99487275
701	24.98406923
702	24.94601647
703	24.93463369
704	24.91836161
705	24.90073629
706	24.88828383
707	24.86822626
708	24.85121594
709	24.84390245
710	24.82633464
711	24.81333607
712	24.78221283
713	24.76911059
714	24.75387262
715	24.7329333
716	24.7083121
717	24.69486852
718	24.67826765
719	24.66523587
720	24.65394674
721	24.63652235
722	24.62023958
723	24.60702253
724	24.59552525
725	24.5926423
726	24.56619774
727	24.54620902
728	24.53879306
729	24.51863845
730	24.50397338
731	24.48651022
732	24.47344937
733	24.45376949
734	24.44142444
735	24.41805256
736	24.40347713
737	24.38374888
738	24.37440764
739	24.3586933
740	24.34861542
741	24.33736833
742	24.32078375
743	24.30109745
744	24.28684753
745	24.27949116
746	24.26745591
747	24.2499491
748	24.23870553
749	24.23397268
750	24.22173682
751	24.20185676
752	24.18338455
753	24.17686247
754	24.16474893
755	24.15238351
756	24.13162775
757	24.1228467
758	24.10567682
759	24.09090427
760	24.08055403
761	24.06128276
762	24.04406948
763	24.03949977
764	24.03029097
765	24.0259769
766	24.00928858
767	23.98483502
768	23.97074388
769	23.96636267
770	23.95721772
771	23.95365058
772	23.93811395
773	23.93315472
774	23.92308157
775	23.90494744
776	23.89036388
777	23.87352978
778	23.8587283
779	23.84231809
780	23.82509342
781	23.81002024
782	23.79066495
783	23.78435947
784	23.76154036
785	23.74684695
786	23.73777433
787	23.72691525
788	23.71627423
789	23.70619912
790	23.69031912
791	23.67751336
792	23.66455754
793	23.64784146
794	23.63944857
795	23.62091171
796	23.61194999
797	23.60402213
798	23.58919535
799	23.58303688
800	23.56127228
801	23.5579411
802	23.54054732
803	23.52760248
804	23.51376639
805	23.50581267
806	23.49219083
807	23.47485776
808	23.46369347
809	23.44894876
810	23.43260368
811	23.41724845
812	23.40883479
813	23.40404891
814	23.4005266
815	23.39382123
816	23.38242874
817	23.36906846
818	23.34906649
819	23.34225954
820	23.32529469
821	23.31393085
822	23.30116829
823	23.28504546
824	23.27283021
825	23.2596654
826	23.25407085
827	23.24414842
828	23.23464441
829	23.22458397
830	23.20786523
831	23.19930915
832	23.19372478
833	23.17960087
834	23.16514337
835	23.15219207
836	23.14123155
837	23.11857128
838	23.10593593
839	23.08783332
840	23.07715952
841	23.06067466
842	23.04728377
843	23.02752685
844	23.0124382
845	22.99988558
846	22.99217949
847	22.9778918
848	22.97165636
849	22.96079793
850	22.95258443
851	22.93704315
852	22.92551852
853	22.91417463
854	22.90279196
855	22.88726834
856	22.87858643
857	22.86992145
858	22.85472385
859	22.83956061
860	22.83301919
861	22.81751613
862	22.80265174
863	22.80050271
864	22.794358
865	22.79089791
866	22.78173973
867	22.77016283
868	22.75881061
869	22.74282055
870	22.73678643
871	22.71428163
872	22.69812895
873	22.68464219
874	22.6654491
875	22.64918769
876	22.63621319
877	22.61364992
878	22.6042284
879	22.59155896
880	22.5806327
881	22.57387427
882	22.55986313
883	22.54432566
884	22.52800065
885	22.5138625
886	22.50699226
887	22.49350547
888	22.4811973
889	22.46985854
890	22.45526928
891	22.44014518
892	22.42917567
893	22.41767664
894	22.40847377
895	22.39894954
896	22.38469872
897	22.37285466
898	22.35806884
899	22.33722331
900	22.32220727
901	22.30598933
902	22.29349345
903	22.2825709
904	22.26232502
905	22.25468896
906	22.23726511
907	22.22379762
908	22.22152209
909	22.20683068
910	22.19552326
911	22.18734286
912	22.17431296
913	22.16128978
914	22.14201839
915	22.13917838
916	22.12019479
917	22.10893201
918	22.10097895
919	22.09349882
920	22.08515646
921	22.07004242
922	22.05652299
923	22.04882332
924	22.03670705
925	22.03203088
926	22.01286466
927	21.9960037
928	21.98572582
929	21.95507444
930	21.93680105
931	21.92892894
932	21.91776848
933	21.89915633
934	21.88727597
935	21.87487291
936	21.85950567
937	21.84877363
938	21.83811362
939	21.82066891
940	21.8105968
941	21.80218742
942	21.79210272
943	21.78698855
944	21.77886955
945	21.76388427
946	21.76258943
947	21.74890538
948	21.73307916
949	21.72433468
950	21.71070372
951	21.70079844
952	21.68806063
953	21.6784206
954	21.67650178
955	21.66387868
956	21.64867618
957	21.63714558
958	21.62283587
959	21.61059632
960	21.60101906
961	21.58668377
962	21.57602738
963	21.56872264
964	21.55801897
965	21.55677047
966	21.54373427
967	21.53453694
968	21.53064683
969	21.5214353
970	21.50471133
971	21.49506129
972	21.48017467
973	21.4727359
974	21.46147486
975	21.4451166
976	21.42444911
977	21.41858277
978	21.40631828
979	21.39111648
980	21.37885166
981	21.37268796
982	21.36014531
983	21.34897209
984	21.33174281
985	21.32605782
986	21.31877469
987	21.30332176
988	21.29243373
989	21.28834146
990	21.27927618
991	21.26195993
992	21.25879365
993	21.25493731
994	21.2449373
995	21.23444715
996	21.21428421
997	21.20172964
998	21.18989249
999	21.18002302
1000	21.17138131
1001	21.16195281
1002	21.14742627
1003	21.13588375
1004	21.12684837
1005	21.11090105
1006	21.09772935
1007	21.08503542
1008	21.08220336
1009	21.06427996
1010	21.05198684
1011	21.04496246
1012	21.04288033
1013	21.03318449
1014	21.02737032
1015	21.01373332
1016	21.00220898
1017	20.99494067
1018	20.99090385
1019	20.98461911
1020	20.97194163
1021	20.96423989
1022	20.94859996
1023	20.93936391
1024	20.9255383
1025	20.91305563
1026	20.90653043
1027	20.9048677
1028	20.89298021
1029	20.88063382
1030	20.87072465
1031	20.86210669
1032	20.85488512
1033	20.84538315
1034	20.83651391
1035	20.82644804
1036	20.81503965
1037	20.80733975
1038	20.79752462
1039	20.78106079
1040	20.77402379
1041	20.76716627
1042	20.75553246
1043	20.73380081
1044	20.72856969
1045	20.7190215
1046	20.71291481
1047	20.7037003
1048	20.68941047
1049	20.67930919
1050	20.66942354
1051	20.65518276
1052	20.64469801
1053	20.63906489
1054	20.62474878
1055	20.61425592
1056	20.5995515
1057	20.58720973
1058	20.57861377
1059	20.57182864
1060	20.55795978
1061	20.54956915
1062	20.54029059
1063	20.52520693
1064	20.51746257
1065	20.50521153
1066	20.49626814
1067	20.49025708
1068	20.47183951
1069	20.4601821
1070	20.45053485
1071	20.43716824
1072	20.42761398
1073	20.4216872
1074	20.41510528
1075	20.40335758
1076	20.39206817
1077	20.3878948
1078	20.3817813
1079	20.37210874
1080	20.36881992
1081	20.3662477
1082	20.35280336
1083	20.3470542
1084	20.33390188
1085	20.32404015
1086	20.31511074
1087	20.30055439
1088	20.29454276
1089	20.2888537
1090	20.28253227
1091	20.27034899
1092	20.25889229
1093	20.24816997
1094	20.23655934
1095	20.22963536
1096	20.21958443
1097	20.21221473
1098	20.20578693
1099	20.19012375
1100	20.17791097
1101	20.16556229
1102	20.16355124
1103	20.15048016
1104	20.13794583
1105	20.12726727
1106	20.11744988
1107	20.10772876
1108	20.09572738
1109	20.08997702
1110	20.08594865
1111	20.08170919
1112	20.0741435
1113	20.06117344
1114	20.04939286
1115	20.04032903
1116	20.03201452
1117	20.02307456
1118	20.01649604
1119	20.00867227
1120	20.00212997
1121	19.98571603
1122	19.97797169
1123	19.96669128
1124	19.95768128
1125	19.94732319
1126	19.94321076
1127	19.92564531
1128	19.91875669
